"","PROBEID","SYMBOL"
"686","HTA2-pos-2985876_st",NA
"687","HTA2-pos-2985880_st",NA
"688","HTA2-pos-2985881_st",NA
"689","HTA2-pos-2985883_st",NA
"690","HTA2-pos-2985890_st",NA
"691","HTA2-pos-2985911_st",NA
"692","HTA2-pos-2985912_st",NA
"693","HTA2-pos-2985914_st",NA
"694","HTA2-pos-2985916_st",NA
"695","HTA2-pos-2985926_st",NA
"696","HTA2-pos-2985928_st",NA
"697","HTA2-pos-2985932_st",NA
"698","HTA2-pos-2985934_st",NA
"699","HTA2-pos-2985937_st",NA
"700","HTA2-pos-2995641_st",NA
"701","HTA2-pos-2995643_st",NA
"702","HTA2-pos-2995645_st",NA
"703","HTA2-pos-2995648_st",NA
"704","HTA2-pos-2999418_st",NA
"705","HTA2-pos-2999434_st",NA
"706","HTA2-pos-2999462_st",NA
"707","HTA2-pos-2999475_st",NA
"708","HTA2-pos-2999482_st",NA
"709","HTA2-pos-2999485_st",NA
"710","HTA2-pos-2999490_st",NA
"711","HTA2-pos-2999493_st",NA
"712","HTA2-pos-2999494_st",NA
"713","HTA2-pos-2999496_st",NA
"714","HTA2-pos-3015381_st",NA
"715","HTA2-pos-3015383_st",NA
"716","HTA2-pos-3015385_st",NA
"717","HTA2-pos-3015387_st",NA
"718","HTA2-pos-3015389_st",NA
"719","HTA2-pos-3015391_st",NA
"720","HTA2-pos-3015393_st",NA
"721","HTA2-pos-3015395_st",NA
"722","HTA2-pos-3022516_st",NA
"723","HTA2-pos-3022534_st",NA
"724","HTA2-pos-3045312_st",NA
"725","HTA2-pos-3045329_st",NA
"726","HTA2-pos-3045349_st",NA
"727","HTA2-pos-3051147_st",NA
"728","HTA2-pos-3080337_st",NA
"729","HTA2-pos-3080344_st",NA
"730","HTA2-pos-3080345_st",NA
"731","HTA2-pos-3080350_st",NA
"732","HTA2-pos-3080354_st",NA
"733","HTA2-pos-3080358_st",NA
"734","HTA2-pos-3080363_st",NA
"735","HTA2-pos-3080378_st",NA
"736","HTA2-pos-3080380_st",NA
"737","HTA2-pos-3080386_st",NA
"738","HTA2-pos-3090545_st",NA
"739","HTA2-pos-3090546_st",NA
"740","HTA2-pos-3090550_st",NA
"741","HTA2-pos-3090556_st",NA
"742","HTA2-pos-3090558_st",NA
"743","HTA2-pos-3090559_st",NA
"744","HTA2-pos-3145074_st",NA
"745","HTA2-pos-3145076_st",NA
"746","HTA2-pos-3145080_st",NA
"747","HTA2-pos-3145082_st",NA
"748","HTA2-pos-3145087_st",NA
"749","HTA2-pos-3145090_st",NA
"750","HTA2-pos-3145092_st",NA
"751","HTA2-pos-3145772_st",NA
"752","HTA2-pos-3145778_st",NA
"753","HTA2-pos-3145780_st",NA
"754","HTA2-pos-3145782_st",NA
"755","HTA2-pos-3145789_st",NA
"756","HTA2-pos-3145790_st",NA
"757","HTA2-pos-3145791_st",NA
"758","HTA2-pos-3149249_st",NA
"759","HTA2-pos-3151624_st",NA
"760","HTA2-pos-3151633_st",NA
"761","HTA2-pos-3155297_st",NA
"762","HTA2-pos-3155304_st",NA
"763","HTA2-pos-3155310_st",NA
"764","HTA2-pos-3155312_st",NA
"765","HTA2-pos-3155314_st",NA
"766","HTA2-pos-3155316_st",NA
"767","HTA2-pos-3155318_st",NA
"768","HTA2-pos-3155326_st",NA
"769","HTA2-pos-3183407_st",NA
"770","HTA2-pos-3183417_st",NA
"771","HTA2-pos-3183461_st",NA
"772","HTA2-pos-3183469_st",NA
"773","HTA2-pos-3183473_st",NA
"774","HTA2-pos-3183477_st",NA
"775","HTA2-pos-3183487_st",NA
"776","HTA2-pos-3183494_st",NA
"777","HTA2-pos-3183497_st",NA
"778","HTA2-pos-3196673_st",NA
"779","HTA2-pos-3196675_st",NA
"780","HTA2-pos-3196677_st",NA
"781","HTA2-pos-3196681_st",NA
"782","HTA2-pos-3196683_st",NA
"783","HTA2-pos-3213015_st",NA
"784","HTA2-pos-3213017_st",NA
"785","HTA2-pos-3213019_st",NA
"786","HTA2-pos-3213021_st",NA
"787","HTA2-pos-3213023_st",NA
"788","HTA2-pos-3213027_st",NA
"789","HTA2-pos-3213032_st",NA
"790","HTA2-pos-3213036_st",NA
"791","HTA2-pos-3213041_st",NA
"792","HTA2-pos-3213043_st",NA
"793","HTA2-pos-3213243_st",NA
"794","HTA2-pos-3213245_st",NA
"795","HTA2-pos-3213248_st",NA
"796","HTA2-pos-3213250_st",NA
"797","HTA2-pos-3213253_st",NA
"798","HTA2-pos-3213255_st",NA
"799","HTA2-pos-3213257_st",NA
"800","HTA2-pos-3213259_st",NA
"801","HTA2-pos-3213260_st",NA
"802","HTA2-pos-3213261_st",NA
"803","HTA2-pos-3234798_st",NA
"804","HTA2-pos-3234802_st",NA
"805","HTA2-pos-3234806_st",NA
"806","HTA2-pos-3234813_st",NA
"807","HTA2-pos-3234816_st",NA
"808","HTA2-pos-3234819_st",NA
"809","HTA2-pos-3234821_st",NA
"810","HTA2-pos-3234823_st",NA
"811","HTA2-pos-3234824_st",NA
"812","HTA2-pos-3234825_st",NA
"813","HTA2-pos-3255819_st",NA
"814","HTA2-pos-3281493_st",NA
"815","HTA2-pos-3281500_st",NA
"816","HTA2-pos-3281511_st",NA
"817","HTA2-pos-3295148_st",NA
"818","HTA2-pos-3295150_st",NA
"819","HTA2-pos-3305613_st",NA
"820","HTA2-pos-3305617_st",NA
"821","HTA2-pos-3305622_st",NA
"822","HTA2-pos-3305631_st",NA
"823","HTA2-pos-3305637_st",NA
"824","HTA2-pos-3305644_st",NA
"825","HTA2-pos-3305648_st",NA
"826","HTA2-pos-3330656_st",NA
"827","HTA2-pos-3330658_st",NA
"828","HTA2-pos-3330668_st",NA
"829","HTA2-pos-3330670_st",NA
"830","HTA2-pos-3330673_st",NA
"831","HTA2-pos-3330679_st",NA
"832","HTA2-pos-3330681_st",NA
"833","HTA2-pos-3332063_st",NA
"834","HTA2-pos-3332080_st",NA
"835","HTA2-pos-3349230_st",NA
"836","HTA2-pos-3360062_st",NA
"837","HTA2-pos-3360064_st",NA
"838","HTA2-pos-3360068_st",NA
"839","HTA2-pos-3360070_st",NA
"840","HTA2-pos-3371010_st",NA
"841","HTA2-pos-3371019_st",NA
"842","HTA2-pos-3371021_st",NA
"843","HTA2-pos-3371023_st",NA
"844","HTA2-pos-3371024_st",NA
"845","HTA2-pos-3371028_st",NA
"846","HTA2-pos-3371030_st",NA
"847","HTA2-pos-3371034_st",NA
"848","HTA2-pos-3371037_st",NA
"849","HTA2-pos-3371048_st",NA
"850","HTA2-pos-3371050_st",NA
"851","HTA2-pos-3371052_st",NA
"852","HTA2-pos-3371071_st",NA
"853","HTA2-pos-3371074_st",NA
"854","HTA2-pos-3371080_st",NA
"855","HTA2-pos-3371082_st",NA
"856","HTA2-pos-3371083_st",NA
"857","HTA2-pos-3371084_st",NA
"858","HTA2-pos-3371085_st",NA
"859","HTA2-pos-3371087_st",NA
"860","HTA2-pos-3372479_st",NA
"861","HTA2-pos-3372491_st",NA
"862","HTA2-pos-3374143_st",NA
"863","HTA2-pos-3374146_st",NA
"864","HTA2-pos-3374444_st",NA
"865","HTA2-pos-3374446_st",NA
"866","HTA2-pos-3374448_st",NA
"867","HTA2-pos-3374455_st",NA
"868","HTA2-pos-3374457_st",NA
"869","HTA2-pos-3374461_st",NA
"870","HTA2-pos-3374463_st",NA
"871","HTA2-pos-3374465_st",NA
"872","HTA2-pos-3374470_st",NA
"873","HTA2-pos-3374472_st",NA
"874","HTA2-pos-3374474_st",NA
"875","HTA2-pos-3374481_st",NA
"876","HTA2-pos-3374486_st",NA
"877","HTA2-pos-3374490_st",NA
"878","HTA2-pos-3374492_st",NA
"879","HTA2-pos-3374499_st",NA
"880","HTA2-pos-3374500_st",NA
"881","HTA2-pos-3374504_st",NA
"882","HTA2-pos-3374508_st",NA
"883","HTA2-pos-3437060_st",NA
"884","HTA2-pos-3437074_st",NA
"885","HTA2-pos-3437243_st",NA
"886","HTA2-pos-3437245_st",NA
"887","HTA2-pos-3437246_st",NA
"888","HTA2-pos-3437249_st",NA
"889","HTA2-pos-3437255_st",NA
"890","HTA2-pos-3447820_st",NA
"891","HTA2-pos-3447830_st",NA
"892","HTA2-pos-3447836_st",NA
"893","HTA2-pos-3447838_st",NA
"894","HTA2-pos-3447840_st",NA
"895","HTA2-pos-3447842_st",NA
"896","HTA2-pos-3447844_st",NA
"897","HTA2-pos-3447846_st",NA
"898","HTA2-pos-3447848_st",NA
"899","HTA2-pos-3447850_st",NA
"900","HTA2-pos-3447852_st",NA
"901","HTA2-pos-3450880_st",NA
"902","HTA2-pos-3450882_st",NA
"903","HTA2-pos-3450884_st",NA
"904","HTA2-pos-3450886_st",NA
"905","HTA2-pos-3450888_st",NA
"906","HTA2-pos-3471843_st",NA
"907","HTA2-pos-3475282_st",NA
"908","HTA2-pos-3475642_st",NA
"909","HTA2-pos-3475644_st",NA
"910","HTA2-pos-3475646_st",NA
"911","HTA2-pos-3475652_st",NA
"912","HTA2-pos-3482860_st",NA
"913","HTA2-pos-3482865_st",NA
"914","HTA2-pos-3482867_st",NA
"915","HTA2-pos-3499497_st",NA
"916","HTA2-pos-3499499_st",NA
"917","HTA2-pos-3499501_st",NA
"918","HTA2-pos-3499503_st",NA
"919","HTA2-pos-3499505_st",NA
"920","HTA2-pos-3499507_st",NA
"921","HTA2-pos-3499509_st",NA
"922","HTA2-pos-3499513_st",NA
"923","HTA2-pos-3499514_st",NA
"924","HTA2-pos-3499518_st",NA
"925","HTA2-pos-3499520_st",NA
"926","HTA2-pos-3499522_st",NA
"927","HTA2-pos-3499527_st",NA
"928","HTA2-pos-3499529_st",NA
"929","HTA2-pos-3499533_st",NA
"930","HTA2-pos-3513259_st",NA
"931","HTA2-pos-3513261_st",NA
"932","HTA2-pos-3513263_st",NA
"933","HTA2-pos-3513271_st",NA
"934","HTA2-pos-3513278_st",NA
"935","HTA2-pos-3513286_st",NA
"936","HTA2-pos-3513290_st",NA
"937","HTA2-pos-3513292_st",NA
"938","HTA2-pos-3517151_st",NA
"939","HTA2-pos-3517157_st",NA
"940","HTA2-pos-3520328_st",NA
"941","HTA2-pos-3520333_st",NA
"942","HTA2-pos-3520339_st",NA
"943","HTA2-pos-3520361_st",NA
"944","HTA2-pos-3520364_st",NA
"945","HTA2-pos-3520366_st",NA
"946","HTA2-pos-3529035_st",NA
"947","HTA2-pos-3530228_st",NA
"948","HTA2-pos-3545874_st",NA
"949","HTA2-pos-3545877_st",NA
"950","HTA2-pos-3581324_st",NA
"951","HTA2-pos-3581329_st",NA
"952","HTA2-pos-3581341_st",NA
"953","HTA2-pos-3581343_st",NA
"954","HTA2-pos-3581345_st",NA
"955","HTA2-pos-3581347_st",NA
"956","HTA2-pos-3581349_st",NA
"957","HTA2-pos-3581353_st",NA
"958","HTA2-pos-3581359_st",NA
"959","HTA2-pos-3581365_st",NA
"960","HTA2-pos-3581371_st",NA
"961","HTA2-pos-3596637_st",NA
"962","HTA2-pos-3597901_st",NA
"963","HTA2-pos-3597903_st",NA
"964","HTA2-pos-3597906_st",NA
"965","HTA2-pos-3597908_st",NA
"966","HTA2-pos-3597910_st",NA
"967","HTA2-pos-3597911_st",NA
"968","HTA2-pos-3597913_st",NA
"969","HTA2-pos-3597914_st",NA
"970","HTA2-pos-3597915_st",NA
"971","HTA2-pos-3597926_st",NA
"972","HTA2-pos-3597928_st",NA
"973","HTA2-pos-3597934_st",NA
"974","HTA2-pos-3597936_st",NA
"975","HTA2-pos-3597940_st",NA
"976","HTA2-pos-3597944_st",NA
"977","HTA2-pos-3597952_st",NA
"978","HTA2-pos-3597957_st",NA
"979","HTA2-pos-3597981_st",NA
"980","HTA2-pos-3598703_st",NA
"981","HTA2-pos-3606723_st",NA
"982","HTA2-pos-3606732_st",NA
"983","HTA2-pos-3615292_st",NA
"984","HTA2-pos-3615294_st",NA
"985","HTA2-pos-3615298_st",NA
"986","HTA2-pos-3615302_st",NA
"987","HTA2-pos-3615316_st",NA
"988","HTA2-pos-3615318_st",NA
"989","HTA2-pos-3615320_st",NA
"990","HTA2-pos-3615322_st",NA
"991","HTA2-pos-3615325_st",NA
"992","HTA2-pos-3615326_st",NA
"993","HTA2-pos-3615330_st",NA
"994","HTA2-pos-3615331_st",NA
"995","HTA2-pos-3637118_st",NA
"996","HTA2-pos-3637135_st",NA
"997","HTA2-pos-3644269_st",NA
"998","HTA2-pos-3660280_st",NA
"999","HTA2-pos-3662446_st",NA
"1000","HTA2-pos-3662450_st",NA
"1001","HTA2-pos-3662452_st",NA
"1002","HTA2-pos-3662462_st",NA
"1003","HTA2-pos-3662464_st",NA
"1004","HTA2-pos-3662467_st",NA
"1005","HTA2-pos-3662474_st",NA
"1006","HTA2-pos-3662477_st",NA
"1007","HTA2-pos-3662480_st",NA
"1008","HTA2-pos-3670175_st",NA
"1009","HTA2-pos-3670177_st",NA
"1010","HTA2-pos-3670179_st",NA
"1011","HTA2-pos-3670185_st",NA
"1012","HTA2-pos-3670189_st",NA
"1013","HTA2-pos-3670193_st",NA
"1014","HTA2-pos-3670195_st",NA
"1015","HTA2-pos-3670202_st",NA
"1016","HTA2-pos-3670206_st",NA
"1017","HTA2-pos-3670208_st",NA
"1018","HTA2-pos-3670214_st",NA
"1019","HTA2-pos-3670218_st",NA
"1020","HTA2-pos-3670220_st",NA
"1021","HTA2-pos-3670222_st",NA
"1022","HTA2-pos-3670224_st",NA
"1023","HTA2-pos-3670228_st",NA
"1024","HTA2-pos-3670232_st",NA
"1025","HTA2-pos-3670234_st",NA
"1026","HTA2-pos-3670236_st",NA
"1027","HTA2-pos-3670238_st",NA
"1028","HTA2-pos-3670244_st",NA
"1029","HTA2-pos-3670246_st",NA
"1030","HTA2-pos-3670248_st",NA
"1031","HTA2-pos-3670250_st",NA
"1032","HTA2-pos-3670254_st",NA
"1033","HTA2-pos-3670258_st",NA
"1034","HTA2-pos-3670260_st",NA
"1035","HTA2-pos-3670262_st",NA
"1036","HTA2-pos-3670264_st",NA
"1037","HTA2-pos-3671544_st",NA
"1038","HTA2-pos-3671548_st",NA
"1039","HTA2-pos-3671550_st",NA
"1040","HTA2-pos-3671552_st",NA
"1041","HTA2-pos-3671554_st",NA
"1042","HTA2-pos-3671556_st",NA
"1043","HTA2-pos-3672397_st",NA
"1044","HTA2-pos-3672399_st",NA
"1045","HTA2-pos-3672403_st",NA
"1046","HTA2-pos-3672405_st",NA
"1047","HTA2-pos-3672407_st",NA
"1048","HTA2-pos-3672409_st",NA
"1049","HTA2-pos-3672411_st",NA
"1050","HTA2-pos-3672413_st",NA
"1051","HTA2-pos-3676035_st",NA
"1052","HTA2-pos-3676060_st",NA
"1053","HTA2-pos-3686554_st",NA
"1054","HTA2-pos-3686556_st",NA
"1055","HTA2-pos-3686564_st",NA
"1056","HTA2-pos-3686568_st",NA
"1057","HTA2-pos-3686570_st",NA
"1058","HTA2-pos-3686572_st",NA
"1059","HTA2-pos-3686581_st",NA
"1060","HTA2-pos-3686587_st",NA
"1061","HTA2-pos-3706155_st",NA
"1062","HTA2-pos-3706157_st",NA
"1063","HTA2-pos-3706159_st",NA
"1064","HTA2-pos-3706165_st",NA
"1065","HTA2-pos-3706188_st",NA
"1066","HTA2-pos-3706190_st",NA
"1067","HTA2-pos-3706856_st",NA
"1068","HTA2-pos-47419338_st",NA
"1069","HTA2-pos-47419339_st",NA
"1070","HTA2-pos-47420067_st",NA
"1071","HTA2-pos-47420069_st",NA
"1072","HTA2-pos-47420544_st",NA
"1073","HTA2-pos-47420545_st",NA
"1074","HTA2-pos-47421925_st",NA
"1075","HTA2-pos-47421926_st",NA
"1076","HTA2-pos-47421979_st",NA
"1077","HTA2-pos-47421981_st",NA
"1078","HTA2-pos-47421982_st",NA
"1079","HTA2-pos-47421983_st",NA
"1080","HTA2-pos-47421984_st",NA
"1081","HTA2-pos-47422513_st",NA
"1082","HTA2-pos-47422721_st",NA
"1083","HTA2-pos-47422722_st",NA
"1084","HTA2-pos-47423996_st",NA
"1085","HTA2-pos-47423997_st",NA
"1086","HTA2-pos-47423998_st",NA
"1087","HTA2-pos-47424202_st",NA
"1088","HTA2-pos-47424203_st",NA
"1089","HTA2-pos-47424207_st",NA
"1090","HTA2-pos-47424481_st",NA
"1091","HTA2-pos-47424482_st",NA
"1092","HTA2-pos-47424483_st",NA
"1093","HTA2-pos-47424484_st",NA
"1094","HTA2-pos-47424501_st",NA
"1095","HTA2-pos-47424555_st",NA
"1096","HTA2-pos-47424654_st",NA
"1097","HTA2-pos-47424655_st",NA
"1098","HTA2-pos-47424755_st",NA
"1099","HTA2-pos-gi312147440_st",NA
"1100","HTA2-pos-JUC01000985.hg.1",NA
"1101","HTA2-pos-JUC01015623.hg.1",NA
"1102","HTA2-pos-JUC04005579.hg.1",NA
"1103","HTA2-pos-JUC04005583.hg.1",NA
"1104","HTA2-pos-JUC04005588.hg.1",NA
"1105","HTA2-pos-JUC09010877.hg.1",NA
"1106","HTA2-pos-JUC09010878.hg.1",NA
"1107","HTA2-pos-JUC09010881.hg.1",NA
"1108","HTA2-pos-JUC0X002528.hg.1",NA
"1109","HTA2-pos-JUC11012306.hg.1",NA
"1110","HTA2-pos-JUC13000449.hg.1",NA
"1111","HTA2-pos-JUC13000452.hg.1",NA
"1112","HTA2-pos-JUC13008384.hg.1",NA
"1113","HTA2-pos-JUC19003067.hg.1",NA
"1114","HTA2-pos-PSR01001649.hg.1",NA
"1115","HTA2-pos-PSR01001650.hg.1",NA
"1116","HTA2-pos-PSR01001651.hg.1",NA
"1117","HTA2-pos-PSR01001653.hg.1",NA
"1118","HTA2-pos-PSR01001654.hg.1",NA
"1119","HTA2-pos-PSR01001658.hg.1",NA
"1120","HTA2-pos-PSR01001661.hg.1",NA
"1121","HTA2-pos-PSR01001662.hg.1",NA
"1122","HTA2-pos-PSR01001663.hg.1",NA
"1123","HTA2-pos-PSR01002144.hg.1",NA
"1124","HTA2-pos-PSR01002149.hg.1",NA
"1125","HTA2-pos-PSR01002151.hg.1",NA
"1126","HTA2-pos-PSR01002164.hg.1",NA
"1127","HTA2-pos-PSR01002166.hg.1",NA
"1128","HTA2-pos-PSR01006333.hg.1",NA
"1129","HTA2-pos-PSR01006337.hg.1",NA
"1130","HTA2-pos-PSR01009059.hg.1",NA
"1131","HTA2-pos-PSR01009065.hg.1",NA
"1132","HTA2-pos-PSR01009067.hg.1",NA
"1133","HTA2-pos-PSR01009070.hg.1",NA
"1134","HTA2-pos-PSR01009072.hg.1",NA
"1135","HTA2-pos-PSR01009073.hg.1",NA
"1136","HTA2-pos-PSR01009074.hg.1",NA
"1137","HTA2-pos-PSR01009076.hg.1",NA
"1138","HTA2-pos-PSR01009079.hg.1",NA
"1139","HTA2-pos-PSR01009085.hg.1",NA
"1140","HTA2-pos-PSR01009087.hg.1",NA
"1141","HTA2-pos-PSR01009089.hg.1",NA
"1142","HTA2-pos-PSR01009094.hg.1",NA
"1143","HTA2-pos-PSR01028937.hg.1",NA
"1144","HTA2-pos-PSR01029187.hg.1",NA
"1145","HTA2-pos-PSR01029198.hg.1",NA
"1146","HTA2-pos-PSR01029199.hg.1",NA
"1147","HTA2-pos-PSR01029225.hg.1",NA
"1148","HTA2-pos-PSR01029226.hg.1",NA
"1149","HTA2-pos-PSR01029232.hg.1",NA
"1150","HTA2-pos-PSR01029235.hg.1",NA
"1151","HTA2-pos-PSR01029255.hg.1",NA
"1152","HTA2-pos-PSR01029258.hg.1",NA
"1153","HTA2-pos-PSR01029259.hg.1",NA
"1154","HTA2-pos-PSR01029260.hg.1",NA
"1155","HTA2-pos-PSR01029277.hg.1",NA
"1156","HTA2-pos-PSR01029278.hg.1",NA
"1157","HTA2-pos-PSR01029296.hg.1",NA
"1158","HTA2-pos-PSR01029298.hg.1",NA
"1159","HTA2-pos-PSR01029304.hg.1",NA
"1160","HTA2-pos-PSR01029309.hg.1",NA
"1161","HTA2-pos-PSR01029316.hg.1",NA
"1162","HTA2-pos-PSR01029317.hg.1",NA
"1163","HTA2-pos-PSR01029318.hg.1",NA
"1164","HTA2-pos-PSR01029334.hg.1",NA
"1165","HTA2-pos-PSR01029338.hg.1",NA
"1166","HTA2-pos-PSR01038788.hg.1",NA
"1167","HTA2-pos-PSR01038789.hg.1",NA
"1168","HTA2-pos-PSR01038790.hg.1",NA
"1169","HTA2-pos-PSR01038791.hg.1",NA
"1170","HTA2-pos-PSR01038793.hg.1",NA
"1171","HTA2-pos-PSR01038794.hg.1",NA
"1172","HTA2-pos-PSR01050371.hg.1",NA
"1173","HTA2-pos-PSR01050372.hg.1",NA
"1174","HTA2-pos-PSR01050374.hg.1",NA
"1175","HTA2-pos-PSR01050375.hg.1",NA
"1176","HTA2-pos-PSR01050376.hg.1",NA
"1177","HTA2-pos-PSR01050378.hg.1",NA
"1178","HTA2-pos-PSR01050380.hg.1",NA
"1179","HTA2-pos-PSR01050382.hg.1",NA
"1180","HTA2-pos-PSR01050383.hg.1",NA
"1181","HTA2-pos-PSR01050384.hg.1",NA
"1182","HTA2-pos-PSR01050386.hg.1",NA
"1183","HTA2-pos-PSR01050550.hg.1",NA
"1184","HTA2-pos-PSR01050551.hg.1",NA
"1185","HTA2-pos-PSR01050554.hg.1",NA
"1186","HTA2-pos-PSR01050555.hg.1",NA
"1187","HTA2-pos-PSR01050558.hg.1",NA
"1188","HTA2-pos-PSR01050560.hg.1",NA
"1189","HTA2-pos-PSR01050562.hg.1",NA
"1190","HTA2-pos-PSR01062381.hg.1",NA
"1191","HTA2-pos-PSR01065864.hg.1",NA
"1192","HTA2-pos-PSR02004940.hg.1",NA
"1193","HTA2-pos-PSR02004962.hg.1",NA
"1194","HTA2-pos-PSR02004963.hg.1",NA
"1195","HTA2-pos-PSR02018286.hg.1",NA
"1196","HTA2-pos-PSR02018287.hg.1",NA
"1197","HTA2-pos-PSR02018288.hg.1",NA
"1198","HTA2-pos-PSR02018289.hg.1",NA
"1199","HTA2-pos-PSR02023907.hg.1",NA
"1200","HTA2-pos-PSR02023930.hg.1",NA
"1201","HTA2-pos-PSR02023932.hg.1",NA
"1202","HTA2-pos-PSR02023935.hg.1",NA
"1203","HTA2-pos-PSR02023947.hg.1",NA
"1204","HTA2-pos-PSR02023948.hg.1",NA
"1205","HTA2-pos-PSR02023955.hg.1",NA
"1206","HTA2-pos-PSR02023963.hg.1",NA
"1207","HTA2-pos-PSR02023973.hg.1",NA
"1208","HTA2-pos-PSR02023974.hg.1",NA
"1209","HTA2-pos-PSR02023977.hg.1",NA
"1210","HTA2-pos-PSR02023979.hg.1",NA
"1211","HTA2-pos-PSR02023980.hg.1",NA
"1212","HTA2-pos-PSR02023982.hg.1",NA
"1213","HTA2-pos-PSR02023983.hg.1",NA
"1214","HTA2-pos-PSR02023987.hg.1",NA
"1215","HTA2-pos-PSR02023992.hg.1",NA
"1216","HTA2-pos-PSR02023997.hg.1",NA
"1217","HTA2-pos-PSR02024009.hg.1",NA
"1218","HTA2-pos-PSR02024013.hg.1",NA
"1219","HTA2-pos-PSR02024015.hg.1",NA
"1220","HTA2-pos-PSR02024017.hg.1",NA
"1221","HTA2-pos-PSR02024020.hg.1",NA
"1222","HTA2-pos-PSR02024021.hg.1",NA
"1223","HTA2-pos-PSR02024022.hg.1",NA
"1224","HTA2-pos-PSR02024023.hg.1",NA
"1225","HTA2-pos-PSR02024026.hg.1",NA
"1226","HTA2-pos-PSR02024028.hg.1",NA
"1227","HTA2-pos-PSR02024032.hg.1",NA
"1228","HTA2-pos-PSR02024033.hg.1",NA
"1229","HTA2-pos-PSR02024034.hg.1",NA
"1230","HTA2-pos-PSR02024036.hg.1",NA
"1231","HTA2-pos-PSR02030741.hg.1",NA
"1232","HTA2-pos-PSR02030742.hg.1",NA
"1233","HTA2-pos-PSR02030744.hg.1",NA
"1234","HTA2-pos-PSR02030746.hg.1",NA
"1235","HTA2-pos-PSR02030747.hg.1",NA
"1236","HTA2-pos-PSR02033991.hg.1",NA
"1237","HTA2-pos-PSR02033992.hg.1",NA
"1238","HTA2-pos-PSR02033997.hg.1",NA
"1239","HTA2-pos-PSR02034002.hg.1",NA
"1240","HTA2-pos-PSR02034005.hg.1",NA
"1241","HTA2-pos-PSR02034010.hg.1",NA
"1242","HTA2-pos-PSR02034038.hg.1",NA
"1243","HTA2-pos-PSR02034039.hg.1",NA
"1244","HTA2-pos-PSR02034040.hg.1",NA
"1245","HTA2-pos-PSR02034041.hg.1",NA
"1246","HTA2-pos-PSR02034042.hg.1",NA
"1247","HTA2-pos-PSR02034044.hg.1",NA
"1248","HTA2-pos-PSR02034045.hg.1",NA
"1249","HTA2-pos-PSR02034049.hg.1",NA
"1250","HTA2-pos-PSR02034050.hg.1",NA
"1251","HTA2-pos-PSR02034052.hg.1",NA
"1252","HTA2-pos-PSR02034056.hg.1",NA
"1253","HTA2-pos-PSR02034059.hg.1",NA
"1254","HTA2-pos-PSR02034062.hg.1",NA
"1255","HTA2-pos-PSR02044911.hg.1",NA
"1256","HTA2-pos-PSR02044912.hg.1",NA
"1257","HTA2-pos-PSR02044913.hg.1",NA
"1258","HTA2-pos-PSR02044915.hg.1",NA
"1259","HTA2-pos-PSR02044916.hg.1",NA
"1260","HTA2-pos-PSR02044917.hg.1",NA
"1261","HTA2-pos-PSR02044919.hg.1",NA
"1262","HTA2-pos-PSR02044920.hg.1",NA
"1263","HTA2-pos-PSR02044921.hg.1",NA
"1264","HTA2-pos-PSR02044922.hg.1",NA
"1265","HTA2-pos-PSR03004157.hg.1",NA
"1266","HTA2-pos-PSR03004166.hg.1",NA
"1267","HTA2-pos-PSR03004169.hg.1",NA
"1268","HTA2-pos-PSR03004173.hg.1",NA
"1269","HTA2-pos-PSR03029280.hg.1",NA
"1270","HTA2-pos-PSR03029281.hg.1",NA
"1271","HTA2-pos-PSR04003419.hg.1",NA
"1272","HTA2-pos-PSR04010430.hg.1",NA
"1273","HTA2-pos-PSR04015440.hg.1",NA
"1274","HTA2-pos-PSR04015456.hg.1",NA
"1275","HTA2-pos-PSR04018301.hg.1",NA
"1276","HTA2-pos-PSR04018304.hg.1",NA
"1277","HTA2-pos-PSR04018312.hg.1",NA
"1278","HTA2-pos-PSR04018315.hg.1",NA
"1279","HTA2-pos-PSR04018317.hg.1",NA
"1280","HTA2-pos-PSR04018318.hg.1",NA
"1281","HTA2-pos-PSR04018320.hg.1",NA
"1282","HTA2-pos-PSR04018323.hg.1",NA
"1283","HTA2-pos-PSR04018324.hg.1",NA
"1284","HTA2-pos-PSR04018326.hg.1",NA
"1285","HTA2-pos-PSR04018327.hg.1",NA
"1286","HTA2-pos-PSR04018330.hg.1",NA
"1287","HTA2-pos-PSR04018344.hg.1",NA
"1288","HTA2-pos-PSR04018345.hg.1",NA
"1289","HTA2-pos-PSR05010491.hg.1",NA
"1290","HTA2-pos-PSR05010493.hg.1",NA
"1291","HTA2-pos-PSR05010494.hg.1",NA
"1292","HTA2-pos-PSR05010496.hg.1",NA
"1293","HTA2-pos-PSR05010497.hg.1",NA
"1294","HTA2-pos-PSR05010498.hg.1",NA
"1295","HTA2-pos-PSR05010499.hg.1",NA
"1296","HTA2-pos-PSR05010502.hg.1",NA
"1297","HTA2-pos-PSR05010503.hg.1",NA
"1298","HTA2-pos-PSR05010504.hg.1",NA
"1299","HTA2-pos-PSR05010506.hg.1",NA
"1300","HTA2-pos-PSR05010508.hg.1",NA
"1301","HTA2-pos-PSR05010510.hg.1",NA
"1302","HTA2-pos-PSR05010512.hg.1",NA
"1303","HTA2-pos-PSR05010513.hg.1",NA
"1304","HTA2-pos-PSR05010514.hg.1",NA
"1305","HTA2-pos-PSR05010518.hg.1",NA
"1306","HTA2-pos-PSR05010519.hg.1",NA
